certificate_id,is_fraud,fraud_type
CERT000799,False,
CERT000800,False,
CERT000801,False,
CERT000802,False,
CERT000803,True,impossible_timing
CERT000804,False,
CERT000805,True,circular_trading
CERT000806,False,
CERT000807,False,
CERT000808,False,
CERT000809,True,timestamp_collision
CERT000810,False,
CERT000811,False,
CERT000812,False,
CERT000813,True,timestamp_collision
CERT000814,False,
CERT000815,False,
CERT000816,False,
CERT000817,False,
CERT000818,False,
CERT000819,False,
CERT000820,True,over_capacity
CERT000821,False,
CERT000822,False,
CERT000823,False,
CERT000824,False,
CERT000825,True,impossible_timing
CERT000826,False,
CERT000827,False,
CERT000828,False,
CERT000829,False,
CERT000830,True,circular_trading
CERT000831,False,
CERT000832,True,impossible_timing
CERT000833,False,
CERT000834,False,
CERT000835,False,
CERT000836,False,
CERT000837,False,
CERT000838,False,
CERT000839,False,
CERT000840,False,
CERT000841,False,
CERT000842,False,
CERT000843,False,
CERT000844,False,
CERT000845,False,
CERT000846,False,
CERT000847,False,
CERT000848,False,
CERT000849,False,
CERT000850,False,
CERT000851,False,
CERT000852,False,
CERT000853,False,
CERT000854,False,
CERT000855,False,
CERT000856,True,circular_trading
CERT000857,False,
CERT000858,False,
CERT000859,False,
CERT000860,False,
CERT000861,False,
CERT000862,False,
CERT000863,False,
CERT000864,False,
CERT000865,False,
CERT000866,False,
CERT000867,False,
CERT000868,False,
CERT000869,True,circular_trading
CERT000870,False,
CERT000871,False,
CERT000872,False,
CERT000873,False,
CERT000874,False,
CERT000875,False,
CERT000876,False,
CERT000877,False,
CERT000878,False,
CERT000879,False,
CERT000880,False,
CERT000881,True,timestamp_collision
CERT000882,True,over_capacity
CERT000883,False,
CERT000884,False,
CERT000885,False,
CERT000886,True,circular_trading
CERT000887,False,
CERT000888,False,
CERT000889,False,
CERT000890,False,
CERT000891,False,
CERT000892,True,impossible_timing
CERT000893,False,
CERT000894,False,
CERT000895,False,
CERT000896,True,over_capacity
CERT000897,False,
CERT000898,False,
CERT000899,False,
CERT000900,False,
CERT000901,False,
CERT000902,True,over_capacity
CERT000903,False,
CERT000904,False,
CERT000905,False,
CERT000906,False,
CERT000907,True,over_capacity
CERT000908,True,impossible_timing
CERT000909,False,
CERT000910,False,
CERT000911,False,
CERT000912,False,
CERT000913,False,
CERT000914,False,
CERT000915,False,
CERT000916,False,
CERT000917,False,
CERT000918,False,
CERT000919,False,
CERT000920,False,
CERT000921,False,
CERT000922,False,
CERT000923,False,
CERT000924,False,
CERT000925,False,
CERT000926,False,
CERT000927,True,circular_trading
CERT000928,False,
CERT000929,False,
CERT000930,False,
CERT000931,False,
CERT000932,False,
CERT000933,True,impossible_timing
CERT000934,False,
CERT000935,False,
CERT000936,False,
CERT000937,False,
CERT000938,False,
CERT000939,False,
CERT000940,True,impossible_timing
CERT000941,False,
CERT000942,False,
CERT000943,False,
CERT000944,False,
CERT000945,False,
CERT000946,False,
CERT000947,False,
CERT000948,True,over_capacity
CERT000949,False,
CERT000950,False,
CERT000951,False,
CERT000952,False,
CERT000953,False,
CERT000954,False,
CERT000955,False,
CERT000956,False,
CERT000957,True,impossible_timing
CERT000958,False,
CERT000959,False,
CERT000960,True,over_capacity
CERT000961,False,
CERT000962,False,
CERT000963,False,
CERT000964,False,
CERT000965,True,over_capacity
CERT000966,False,
CERT000967,False,
CERT000968,False,
CERT000969,False,
CERT000970,True,circular_trading
CERT000971,False,
CERT000972,True,over_capacity
CERT000973,False,
CERT000974,False,
CERT000975,False,
CERT000976,False,
CERT000977,False,
CERT000978,False,
CERT000979,False,
CERT000980,False,
CERT000981,False,
CERT000982,True,impossible_timing
CERT000983,False,
CERT000984,False,
CERT000985,False,
CERT000986,False,
CERT000987,False,
CERT000988,False,
CERT000989,False,
CERT000990,False,
CERT000991,False,
CERT000992,False,
CERT000993,True,impossible_timing
CERT000994,False,
CERT000995,False,
CERT000996,False,
CERT000997,True,over_capacity
CERT000998,False,
CERT000999,False,
CERT001000,False,
CERT001001,False,
CERT001002,False,
CERT001003,False,
CERT001004,False,
CERT001005,False,
CERT001006,True,timestamp_collision
CERT001007,True,timestamp_collision
CERT001008,False,
CERT001009,False,
CERT001010,False,
CERT001011,False,
CERT001012,False,
CERT001013,True,circular_trading
CERT001014,False,
CERT001015,False,
CERT001016,False,
CERT001017,True,circular_trading
CERT001018,False,
CERT001019,False,
CERT001020,True,circular_trading
CERT001021,False,
CERT001022,False,
CERT001023,False,
CERT001024,False,
CERT001025,False,
CERT001026,False,
CERT001027,False,
CERT001028,False,
CERT001029,False,
CERT001030,False,
CERT001031,False,
CERT001032,False,
CERT001033,True,circular_trading
CERT001034,False,
CERT001035,True,impossible_timing
CERT001036,False,
CERT001037,False,
CERT001038,False,
CERT001039,True,circular_trading
CERT001040,False,
CERT001041,False,
CERT001042,False,
CERT001043,False,
CERT001044,False,
CERT001045,False,
CERT001046,False,
CERT001047,False,
CERT001048,False,
CERT001049,False,
CERT001050,True,impossible_timing
CERT001051,False,
CERT001052,False,
CERT001053,False,
CERT001054,False,
CERT001055,False,
CERT001056,True,over_capacity
CERT001057,False,
CERT001058,False,
CERT001059,False,
CERT001060,False,
CERT001061,False,
CERT001062,False,
CERT001063,True,impossible_timing
CERT001064,False,
CERT001065,True,timestamp_collision
CERT001066,False,
CERT001067,True,circular_trading
CERT001068,False,
CERT001069,False,
CERT001070,False,
CERT001071,False,
CERT001072,False,
CERT001073,False,
CERT001074,False,
CERT001075,False,
CERT001076,False,
CERT001077,False,
CERT001078,True,timestamp_collision
CERT001079,False,
CERT001080,False,
CERT001081,False,
CERT001082,False,
CERT001083,False,
CERT001084,False,
CERT001085,False,
CERT001086,False,
CERT001087,False,
CERT001088,False,
CERT001089,False,
CERT001090,False,
CERT001091,False,
CERT001092,False,
CERT001093,True,impossible_timing
CERT001094,False,
CERT001095,False,
CERT001096,True,over_capacity
CERT001097,False,
CERT001098,False,
CERT001099,False,
CERT001100,False,
CERT001101,False,
CERT001102,True,timestamp_collision
CERT001103,False,
CERT001104,False,
CERT001105,False,
CERT001106,False,
CERT001107,False,
CERT001108,False,
CERT001109,True,timestamp_collision
CERT001110,True,timestamp_collision
CERT001111,False,
CERT001112,False,
CERT001113,False,
CERT001114,False,
CERT001115,False,
CERT001116,False,
CERT001117,False,
CERT001118,False,
CERT001119,False,
CERT001120,False,
CERT001121,False,
CERT001122,False,
CERT001123,False,
CERT001124,False,
CERT001125,False,
CERT001126,False,
CERT001127,False,
CERT001128,True,over_capacity
CERT001129,False,
CERT001130,False,
CERT001131,False,
CERT001132,False,
CERT001133,True,timestamp_collision
CERT001134,False,
CERT001135,False,
CERT001136,False,
CERT001137,False,
CERT001138,False,
CERT001139,False,
CERT001140,False,
CERT001141,True,circular_trading
CERT001142,False,
CERT001143,False,
CERT001144,False,
CERT001145,False,
CERT001146,False,
CERT001147,False,
CERT001148,False,
CERT001149,False,
CERT001150,False,
CERT001151,False,
CERT001152,False,
CERT001153,False,
CERT001154,False,
CERT001155,False,
CERT001156,False,
CERT001157,False,
CERT001158,True,timestamp_collision
CERT001159,True,over_capacity
CERT001160,False,
CERT001161,False,
CERT001162,False,
CERT001163,False,
CERT001164,False,
CERT001165,False,
CERT001166,True,impossible_timing
CERT001167,False,
CERT001168,False,
CERT001169,False,
CERT001170,False,
CERT001171,False,
CERT001172,False,
CERT001173,False,
CERT001174,False,
CERT001175,False,
CERT001176,True,timestamp_collision
CERT001177,False,
CERT001178,False,
CERT001179,False,
CERT001180,False,
CERT001181,True,over_capacity
CERT001182,False,
CERT001183,False,
CERT001184,False,
CERT001185,False,
CERT001186,True,impossible_timing
CERT001187,False,
CERT001188,False,
CERT001189,False,
CERT001190,False,
CERT001191,False,
CERT001192,False,
CERT001193,False,
CERT001194,False,
CERT001195,False,
CERT001196,False,
CERT001197,False,
CERT001198,True,impossible_timing
CERT001199,True,timestamp_collision
CERT001200,False,
CERT000070,True,duplicate_serial
CERT000975,True,duplicate_serial
CERT000721,True,duplicate_serial
CERT000609,True,duplicate_serial
CERT000703,True,duplicate_serial
CERT000672,True,duplicate_serial
CERT000737,True,duplicate_serial
CERT000602,True,duplicate_serial
CERT000199,True,duplicate_serial
CERT000510,True,duplicate_serial
CERT000081,True,duplicate_serial
CERT000031,True,duplicate_serial
CERT000101,True,duplicate_serial
CERT000991,True,duplicate_serial
CERT000308,True,duplicate_serial
CERT000532,True,duplicate_serial
CERT001154,True,duplicate_serial
CERT000717,True,duplicate_serial
CERT001185,True,duplicate_serial
CERT000977,True,duplicate_serial
CERT000842,True,duplicate_serial
CERT000769,True,duplicate_serial
CERT000844,True,duplicate_serial
CERT000186,True,duplicate_serial
CERT001005,True,duplicate_serial
CERT000131,True,duplicate_serial
CERT000061,True,duplicate_serial
CERT000754,True,duplicate_serial
CERT000144,True,duplicate_serial
CERT000796,True,duplicate_serial
CERT000136,True,duplicate_serial
CERT000554,True,duplicate_serial
CERT000934,True,duplicate_serial
CERT000900,True,duplicate_serial
CERT000153,True,duplicate_serial
CERT000337,True,duplicate_serial
CERT000757,True,duplicate_serial
CERT000628,True,duplicate_serial
CERT000905,True,duplicate_serial
CERT000548,True,duplicate_serial
CERT000540,True,duplicate_serial
CERT001081,True,duplicate_serial
